Fitness,Precision,Generalization,Simplicity
1.0,0.23524904214559383,0.5135135135135136,0.5682546320521278
1.0,0.6061736770691994,0.7627118644067797,0.8191704382490981
1.0,0.20474337594960168,0.5483870967741935,0.8286192209850217
1.0,0.3615131578947368,0.6296296296296295,0.7626515337242681
1.0,0.2607907918576149,0.5757575757575757,0.825383462154644
1.0,0.6148901981788966,0.7971014492753624,0.8351603059988829
