Fitness,Precision,Generalization,Simplicity
,,,
1,0.24950495,0.592592593,0.607341961
1,0.24950495,0.592592593,0.607341961
1,Error,0.605263158,0.738270897
1,0.241639945,0.583333333,0.627739079
1,0.185672006,0.514563107,0.704371095
1,0.099983703,0.485714286,0.800545813
