Fitness,Precision,Generalization,Simplicity
,,,
0.877272727,0.427680798,0.641025641,0.626796465
0.877272727,0.427680798,0.641025641,0.626796465
1,Error,0.65625,0.870806346
0.91440501,0.394936709,0.621052632,0.589755118
0.721268164,0.324414716,0.659259259,0.774321278
0.860694364,0.242166109,0.652694611,0.832062508
