Fitness,Precision,Generalization,Simplicity
,,,
1,0.252252252,0.533333333,0.65751794
1,0.252252252,0.533333333,0.65751794
1,Error,0.605263158,0.719203384
1,0.317980022,0.571428571,0.647505257
1,0.202948446,0.527272727,0.677837973
1,0.095559211,0.485714286,0.800332603
